doi,author,title,subtitle,year,abstract,journal
10.1075/lv.17.1.02wes,"Marit Westergaard, Øystein A. Vangsnes, Terje Lohndal",Variation and change in Norwegian wh-questions,"The role of the complementizer som
",2017,"
In this paper, we consider variation in Verb Second (V2) word order in wh-questions across Norwegian dialects by investigating data from the Nordic Syntax Database (NSD), which consists of acceptability judgments collected at more than 100 locations in Norway. We trace the geographical distribution of the two main variables: phrasal vs. monosyllabic wh-elements (the latter argued to be heads) and subject vs. non-subject questions. In subject questions, non-V2 is realized by inserting the complementizer som in second position instead of the verb. We also discuss the connection between non-V2 and the possibility of inserting the complementizer som under extraction of a wh-subject from an embedded clause, i.e. in that-trace contexts. Based on synchronic data, we propose a diachronic account of the geographical distribution and argue that the development from V2 to non-V2 has started in subject questions, thus allowing us to relate the loss of the V2 requirement to changes in the properties of the complementizer som.
",LINGUISTIC VARIATION
10.1075/lv.17.1.03gar,"Jacopo Garzonio, Cecilia Poletto",How bare are bare quantifiers?,Some notes from diachronic and synchronic variation in Italian,2017,"
In this article we analyze the internal structure of bare universal and negative quantifiers in Italian varieties, taking into consideration both synchronic and diachronic variation. It is proposed that bare quantifiers are not standard QPs with a null DP restrictor, but deficient items where the Q-portion is paired with a classifier expressing the [+/− human]-feature, more specifically a special type of light noun. Items of this type are overtly realized in languages like English and in some Italian varieties. The overt realization of these items appears to be related to the surface position of the QP, as is crucially shown by some varieties that allow both variants. The paper also discusses some cases where these classifiers are still lexically ambiguous between a full noun and a light noun.
",LINGUISTIC VARIATION
10.1075/lv.17.1.04cow,"Elizabeth Cowper, Daniel Currie Hall",The rise of contrastive modality in English,A neoparametric account,2017,"
This paper proposes an account of the morphosyntactic and semantic changes involved in the historical development of the English modals as a distinct category. Adopting a neoparametric approach, in which a language’s inventory of grammatical features may change over time, we show that a cluster of related surface changes can be accounted for by positing that the feature modality was added to English tense/mood system. While the most immediate manifestation of this change was the grammaticalization of the modals themselves, this in turn altered the system of contrasts in the language: in clauses without modal verbs, the absence of the modal became contrastive, narrowing the range of possible interpretations.
",LINGUISTIC VARIATION
10.1075/lv.17.1.05oxf,Will Oxford,Variation and change in the Degree Phrase, ,2017,"
This squib investigates syntactic variation and change in the Degree Phrase (DegP) using three modifiers in the semantic field of ‘different’ as a case study: English different and other and French différent. The squib makes two main claims. The synchronic claim is that these modifiers display extensive microsyntactic variation, spanning a range of positions from A in the DegP to D in the DP. The diachronic claim is that items in this class display a tendency to move to higher syntactic positions in a way that is familiar from better-studied syntactic domains. Data from the DegP is thus compatible with, and useful for, generative theories of syntactic variation and change.
",LINGUISTIC VARIATION
10.1075/lv.17.1.06kan,Jason Kandybowicz,On prosodic variation and the distribution of wh- in-situ, ,2017,"

Wh- in-situ is a pervasive feature of Tano interrogative syntax, yet the Tano languages differ from one another in subtle ways with respect to the distribution of in-situ interrogatives. Languages like Krachi and Bono allow wh- in-situ in both main and embedded complement clauses, whereas closely related languages like Wasa and Asante Twi only allow wh- in-situ in main clauses. In this article, I argue that the generalization underpinning this variation in Tano concerns a prohibition on wh- items phrasing with C0 at the level of Intonational Phrase (ιP). I show that the ability of a wh- item to appear in-situ correlates with the prosodic status of its immediately containing clause. Embedded complement clauses are parsed as independent ιP units in Krachi and Bono, but not in Wasa and Asante Twi. Thus, ιP boundaries divide C0 from embedded interrogatives in Krachi and Bono, preventing the items from forming a prosodic constituent at the level of ιP. Conversely, no such boundaries intervene between embedded C0 and wh- in Wasa and Asante Twi, yielding prosodic mappings in which the items phrase together. Consequently, embedded wh- in-situ is prosodically licit in Krachi and Bono, but not in Wasa and Asante Twi. In this way, the Tano pattern of wh- in-situ variation described above reduces to a difference in how syntactic structures are externalized via prosodic mapping.
",LINGUISTIC VARIATION
10.1075/lv.22001.lip,"Anikó Lipták, Rint Sybesma",Missing and not found,What adjectival agreement reveals about determinerless headlines in Dutch and German,2023,"
This paper offers novel insights on articlelessness in noun phrases in Dutch and German headlines. Modified noun
					phrases that lack a determiner in headlines exhibit adjectival agreement that cannot be explained if one assumes an article that
					is phonologically null or that has been PF-deleted. We describe the pattern, consider different analytical options and eventually
					conclude that the interpretation, distribution as well as the observed adjectival agreement characteristic of articlelessness noun
					phrases calls for an account in which the article is never projected to begin with.
",LINGUISTIC VARIATION
10.1075/lv.22006.esp,"M. Teresa Espinal, Cristina Real-Puigdollers, Xavier Villalba",From a movement verb to an epistemic discourse marker,"The diachronic change of Spanish vaya
",2022,"
Besides its main use as a form of the movement verb ir ‘to go’, the Spanish form vaya (lit. go) is also used as a verbal discourse marker. Here we trace this transition from a purely verbal form to a discourse marker by searching a historical corpus of documents in Spanish, which reveals the increasing use over time of vaya in exclamatives to replace a presentational construction. We focus on vaya in isolation and in combination with an indefinite DP or a bare NP. We analyze the meaning of vaya as an epistemic discourse marker, by means of which the speaker expresses a judgment, a subjective epistemic and evidential evaluation of a proposition accessible from context. We postulate that these constructions sit in a Judgment Phrase at the syntactic-pragmatic interface (Krifka 2020), a position to which vaya also moves when its meaning is that of an expressive intensifier that directly modifies over one or more (contextually salient) properties of the noun contained in the DP/NP.
",LINGUISTIC VARIATION
10.1075/lv.21014.ver,"Philip C. Vergeiner, Konstantin Niehaus",Article use in Upper German – a ‘radical’ stage of grammaticalization?,New findings from Austria,2022,"
Despite an increasing interest in German dialect syntax, the study of article use in Upper German (Alemannic and
					Bavarian) remains a desideratum. This is true in particular for Austrian varieties. The present study focusses on article
					variation and change in Austrian Upper German and discusses the status of article grammaticalization. To that effect, ‘radical’
					cases of article use in Upper German are analysed, i.e. cases considered incorrect in standard German: the use of indefinite
					articles before mass nouns, of definite articles before proper nouns, and of indefinite articles in the plural. These phenomena
					are investigated by means of a comprehensive dialect survey (3,599 dialect translations by 163 dialect speakers from 40 research
					locations). The analysis examines inner-linguistic factors (lexis, semantics, syntax) as well as extra-linguistic factors (dialect
					areas, age group). The findings reveal a surprisingly high variability and a relatively advanced stage of grammaticalization in
					some areas, especially Central Bavarian dialects.
",LINGUISTIC VARIATION
10.1075/lv.22005.bro,Hans Broekhuis,VO or OV,"V to v or not to v
",2022,"
This article sketches a new analysis of the diachronic development found in many West Germanic languages from a
					hybrid VO-OV order to a rigid OV or VO order. The discussion departs from the discussions in Struik & Van Kemenade (2020/2022) and Struik & Schoenmakers (to appear) on the diachronic development of English/Dutch, which focus on the
					role of object shift and information structure. My interpretation of their data will be based on an earlier analysis of the
					Germanic OV and VO languages in Broekhuis (2008: § 2.4; 2011). The main conclusions are the following. First, the change from the historical hybrid VO-OV systems
				    to the rigid OV and VO systems of the present-day languages is due to changing the “setting” [±V‑to‑v] to the
					more categorical ones [−V-to-v] or [+V-to-v]. Second, the role of object shift in the diachronic
					development is modest; it is not involved in the development of the OV-languages at all and involves only the (partial) loss of
					object shift in the VO-languages (contra Struik et al.). Third, the encoding of the information-structural
						new-given distinction remains constant in that the interpretation of (un)scrambled nominal objects does not
					change over time (contra Struik & Schoenmakers).
",LINGUISTIC VARIATION
10.1075/lv.21016.lar,Víctor Lara Bermejo,"The emergence and history of tuteo, voseo and ustedeo
", ,2022,"
The second person pronouns in Spanish have exhibited numerous variants along its history, not only regarding its stressed forms, but also the agreement that emerges in the inflecting elements that anchor these stressed pronouns. Despite the quantity of studies carried out about voseo, tuteo and ustedeo, none of them has argued what grammatical reasons underlie for so much variation, since they have focused on pragmatic and sociolinguistic patterns without going any further than a mere description. In this article, I aim to account for the linguistic features that have triggered all variants and person disagreements, for every case has undergone the same grammatical process.
",LINGUISTIC VARIATION
