doi,author,title,year,abstract,journal
 ,Boris Kuzmić ,"

				Pridjevni vid u hrvatskoj jezičnoj starini (raščlamba građe iz Senjskog korizmenjaka, 1508.)			
", , ,SUVREMENA LINGVISTIKA
 ,"Ida Raffaelli, Barbara Kerovec","

				Pojam ‘okus’ u izgradnji hrvatskoga i turskoga leksika –  kontrastivna analiza			
", ,U radu se raspravlja o ulozi pojma ‘okus’ u izgradnji hrvatskoga i turskoga leksika. Temeljni su ciljevi ovoga rada: 1) odrediti i opisati sličnosti i različitosti u pojmovnom preslikavanju kojega je osnova pojam ‘okus’ u dvama tipološki i genetski različitim jezicima analizom vokabulara tvorenog na temelju hrvatskoga korijena kus i turskoga korijena tat te 2) definirati u kojoj se mjeri vokabular utemeljen na korijenima kus i tat u dvama jezicima razlikuje s obzirom na leksikalizacijske obrasce kojima se leksikaliziraju značenja.,SUVREMENA LINGVISTIKA
 ,Taoufik Massoussi,"

				Semantički prijenosi i kategorije objekata			
", ,"metonimija, teorija metonimije",SUVREMENA LINGVISTIKA
 ,Josip Lisac,"

				Malyj dialektologičeskij atlas balkanovskih jazykov			
", , ,SUVREMENA LINGVISTIKA
 ,Bernardina Petrović,"

				Nadređenice i podređenice u leksiku i rječniku			
", , ,SUVREMENA LINGVISTIKA
 ,Petar Vuković,"

				Olivia Walsh: Linguistic purism: Language Attitudes in France and Quebec, John Benjamins Publishing Company, Amsterdam / Philadelphia, 2016.			
", ,Glavni kontakt:Mislava BertošaEmail: Ova e-mail adresa je zaštićena od spambota. Potrebno je omogućiti JavaScript da je vidite.,SUVREMENA LINGVISTIKA
 ,Anita Skelin Horvat ,"

				Anna de Fina, Deborah schiffrin, and Michael Bamberg: Discourse and Identity			
", , ,SUVREMENA LINGVISTIKA
 ,"Ana Nemec,  ","

				LTI - Bilježnica filologa Victora Klemperera			
", ,"
                Today                21
",SUVREMENA LINGVISTIKA
 ,,"

				Heinz Vater: Referenz-Linguistik			
", , ,SUVREMENA LINGVISTIKA
 ,"Florin-Mihai Dat, Tanja Gradečak-Erdeljić, Mario Brdar, Jim Hlavac, Lucia Miškulin Saletović, Gabrijela Kišiček, Gordana Varošanec Škarić, Gabrijela Kišiček, Branka Barčot, Réka Benczes, Željka Fink, Aleksandra Ščukanec","


						O analogiji i teoriji etimona u hebrejskome biblijskom leksiku					

", ,"Izvorni znanstveni članak Jim Hlavac, Ova e-mail adresa je zaštićena od spambota. Potrebno je omogućiti JavaScript da je vidite., Monash University",SUVREMENA LINGVISTIKA
 ,"Tanja Gradečak-Erdeljić, Mario Brdar","

				Konstrukcijsko značenje glagolsko–imeničkih konstrukcija u engleskome i hrvatskome			
", , ,SUVREMENA LINGVISTIKA
 ,"Krešimir Šojat, Matea Srebačić, Vanja Štefanec","

				CroDeriV i morfološka raščlamba hrvatskoga glagola			
", , ,SUVREMENA LINGVISTIKA
 ,"Lucia Miškulin Saletović , Rajna Dragičević , Siniša Runjaić","

				Obznane			
", , ,SUVREMENA LINGVISTIKA
 ,Mateusz-Milan Stanojević ,"

				Vocabulary, Culture, Cognition			
", , ,SUVREMENA LINGVISTIKA
 ,"Aleksandar Čarapić , Tatjana Radanović Felberg , Kristian Novak , Franjo Janeš ","

				Obznane			
", ,Obznane,SUVREMENA LINGVISTIKA
 ,Goran Pavelić,"

				Ekrem Čaušević, »The Turkish Language in Ottoman Bosnia«, The Isis Press (Analecta Isisiana CXXVII), Istanbul, 2014, str. 248			
", ,"
                Today                21
",SUVREMENA LINGVISTIKA
 ,"Željka Fink , Pavao Tekavčić , Zdravka Matišić ","

				Prikazi, ocjene, osvrti			
", , ,SUVREMENA LINGVISTIKA
 ,Mate Kapović ,"

				Položaj mikenskoga među grčkim dijalektima			
", , ,SUVREMENA LINGVISTIKA
 ,"Đuro Blažeka, Olivier Soutet , Aude Grezka, Nikola Vuletić, Aleksandar Čarapić , Kristian Novak , Ivica Peša , Sanja Fulgosi, Mate Kapović , Mateusz-Milan Stanojević , Maša Musulin, Aleksandar Čarapić , Ivica Peša , Sanja Fulgosi , Kristian Novak","


						Hungarizmi u govoru Goričana					

", ,"

 
			Opširnije:			Rađanje slike vremena u francuskom i binarno razvrstavanje glagolskih paradigmi: paradigme...		
",SUVREMENA LINGVISTIKA
 ,Branka Tafra,"

				Tvorba reči i njeni resursi u slovenskim jezicima, ur. Rajna Dragićević, Filološki fakultet, Beograd, 2012, 771 str.			
", ,"
                Today                21
",SUVREMENA LINGVISTIKA
 ,"Jelena Kuvač Kraljević, Tomislava Bošnjak Botica, Kristina Vujnović Malivuk, Paulina Pinjušić","

				Lingvistička složenost u kasnom jezičnom razvoju:  reformulacija odnosnih rečenica			
", ,"Rad je usmjeren na sintaktički razvoj u razdoblju kasnoga jezičnog razvoja, tj. nakon šeste godine u okviru reformulacijskoga pristupa. Reformulacija je teorijski pristup koji teži rasvjetljavanju pitanja kako djeca transformiraju iskaze kojima su izložena u svojemu ulaznom jeziku u iskaze koje sama proizvode. U ovome radu analizira se reformulacija odnosnih rečenica primjenom metode prepričavanja priče. Ukupno je bilo uključeno 90 djece iz triju dobnih skupina: 6, 10 i 14 godina.Uz kvantitativnu analizu, odnosno frekvenciju reformulacije odnosnih rečenica, provedena je i kvalitativna analiza s obzirom na vrstu provedene reformulacijske procedure. Rezultati pokazuju da djeca u dobi od 10 i 14 godina reformuliraju značajno više odnosnih rečenica odnosnom rečenicom nego djeca u dobi od šest godina. Iste dobne skupine proizvele su i više semantički podudarnih parafraza, što upućuje na napredovanje u njihovoj sposobnosti usklađivanja semantike i sintakse u konstrukcijama odnosnih rečenica.",SUVREMENA LINGVISTIKA
 ,Ranko Matasović,"

				The Syllabic Structure of Proto-Indo-European - In memory of Jochem Schindler			
", , ,SUVREMENA LINGVISTIKA
 ,"Mate Kapović, , Vesna Muhvić-Dimanovski, , Božo Bekavac, , Nina Tuđman Vuković, , Krešimir Šojat","

				Prikazi, ocjene, osvrti			
", ,"
                Today                21
",SUVREMENA LINGVISTIKA
 ,Mislava Bertoša ,"

				Imena šuma u Catasticum Fabii de Canali provisoris super lignis in Histria et dalmatia iz godine 1566.			
", , ,SUVREMENA LINGVISTIKA
 ,"Valeria Bandecchi, Mark. T. Keane, Amir Kapetanović, Kristina Štrkalj Despot, Šime Demo, Dubravka Sesar, Ivana Vidović Bolt","


						Leksička dekompozicija i razumijevanje glagola kretanja u talijanskom i engleskom jeziku					

", ,"Amir Kapetanović, Ova e-mail adresa je zaštićena od spambota. Potrebno je omogućiti JavaScript da je vidite., Institut za hrvatski jezik i jezikoslovlje",SUVREMENA LINGVISTIKA
 ,"Vedran Galetić, Ida Hitrec, Ana Knežević, Milorad Pupovac, Martina Sekulić Sović, Ivana Simeon, Bruno Nahod, Olga Nikitina, Ljiljana Šarić, Svetlana Nedelcheva, Mateusz-Milan Stanojević, Janja Čulig, Tamara Polić, Daniela Katunar, Branka Barčot","


						Kognitivna plauzibilnost formalnih modela semantičkih reprezentacija					

", ,"Ida Hitrec, Ana Knežević, Milorad Pupovac, Martina Sekulić Sović, Ivana Simeon, Odsjek za lingvistiku, Filozofski fakultet Sveučilišta u Zagrebu",SUVREMENA LINGVISTIKA
 ,"Mislava Bertoša , Dubravka Sesar , Irena Zovko Dinković , Velimir Piškorec","

				Prikazi, ocjene, osvrti			
", ,Prikazi ocjene osvrti,SUVREMENA LINGVISTIKA
 ,Krunoslav Puškar,"

				Žanić, Ivo. 2016. Jezična republika. Hrvatski jezik, Zagreb, Split i popularna  glazba. Zagreb: Naklada Jesenski i Turk, 448 str.			
", ,Glavni kontakt:Mislava BertošaEmail: Ova e-mail adresa je zaštićena od spambota. Potrebno je omogućiti JavaScript da je vidite.,SUVREMENA LINGVISTIKA
 ,Goran Pavelić,"

				The Indo-Europaean Languages (ur. Mate Kapović), Routledge, 2017.,  drugo izdanje			
", ,Glavni kontakt:Mislava BertošaEmail: Ova e-mail adresa je zaštićena od spambota. Potrebno je omogućiti JavaScript da je vidite.,SUVREMENA LINGVISTIKA
 ,Maja Bratanić,"

				Suvremena hrvatska dvojezična leksikografija u svjetlu korisničkih potreba (preliminarno istraživanje)			
", , ,SUVREMENA LINGVISTIKA
 ,"Branimir Belaj, Darko Matovac","

				O upotrebi i funkciji neodređenih determinatora jedan i neki kao članova u  hrvatskom i drugim slavenskim jezicima			
", ,"Činjenica da u slavenskim jezicima neodređeni determinatori mogu imati funkciju neodređenogačlana i da tada imaju ulogu elementa usidrenja imenske sintagme uglavnom je ili zanemarivanaili pogrešno interpretirana u gramatičkim priručnicima. Stoga se u ovom radu primjenomteorijsko–metodoloških postavki tipološkoga funkcionalizma i, u određenoj mjeri, kognitivnegramatike raspravlja o upotrebi i funkciji neodređenih determinatora kao članova u nekimslavenskim jezicima, s posebnim naglaskom na hrvatskim determinatorima jedan i neki. Osimpo svojoj determinatorskoj ulozi, jedan se kao neodređeni član od jedan kao broja i pridjevarazlikuje time što nema samostalnoga naglaska, tj. ponaša se kao proklitika, tvoreći s riječjukoja ga slijedi jednu naglasnu cjelinu. S druge strane upravo je nenaglašenost obilježje kojejedankao član dijeli s neki kao članom, a koji se također nenaglašenošću razlikuje od neki kaorelativnoga kvantifikatora. Neodre|eni članovi jedan i nekiu većini su konteksta u slobodnoj ilirelativno slobodnoj distribuciji, osim u slučajevima kada kontekst zahtijeva specifičnu odnosnonespecifičnu interpretaciju, pa tada može biti upotrijebljen samo jedan od ta dva člana – članjedan kada je riječ o specifičnoj neodređenoj interpretaciji, a član neki u slučaju nespecifičneneodređene interpretacije. Determinator jedan kao neodređeni član ne mora određivati samoimenicu već može primarno determinirati i pridjev, a isto se može reći i za neodređeni član neki.U radu se govori i o njihovu položaju te kombinatornim mogućnostima unutar imenske sintagme,u kojoj se oni zbog svojih determinatorskih svojstava pojavljuju kao krajnji lijevi elementi, bezikakve mogućnosti pomicanja udesno, odnosno imaju distribucijska svojstva kao i članovi općenito",SUVREMENA LINGVISTIKA
 ,Maslina Ljubičić,"

				Bilješke o semantičkoj specijalizaciji posuđenica			
", , ,SUVREMENA LINGVISTIKA
 ,Istvan Nyomarkay,"

				Prilog proučavanju mađarsko-hrvatskih literarnih veza			
", , ,SUVREMENA LINGVISTIKA
 ,Barbara Štebih,"

				Morfološka adaptacija posuđenica			
", , ,SUVREMENA LINGVISTIKA
 ,Mario Brdar,"

				Metonymy as a motivating factor in the system of adjective complementation in English			
", , ,SUVREMENA LINGVISTIKA
 ,Ivo Pranjković,"

				Habitualne rečenice u hrvatskome jeziku			
", , ,SUVREMENA LINGVISTIKA
 ,"Josip Vončina, Maja Bratanić, Vesna Cvjetković Kurelec, Ekrem Čaušević, Rudolf Filipović, Antica Menac, Božidar Finka, Alemko Gluhak, Damir Horga, Josip Jernej ","


						Znanstvenički lik profesora Milana Moguša					

", ,Izvorni znanstveni članak,SUVREMENA LINGVISTIKA
 ,"Ivana Jerolimov , Aleksandar Čarapić , Mislava Bertoša","

				Obznane			
", , ,SUVREMENA LINGVISTIKA
 ,"Gordana Varošanec–Škarić, Iva Pavić, Gabrijela Kišiček","

				Indeksi sličnosti i različitosti kod govornika hrvatskoga jezika u nefiltriranim i filtriranim uvjetima			
", ,"
                Today                21
",SUVREMENA LINGVISTIKA
 ,Šime Demo,"

				A Companion to the Latin Language (ur. James Clackson)			
", ,"
                Today                21
",SUVREMENA LINGVISTIKA
 ,Velimir Piškorec,"

				Maja Bratanić, Ivana Brač i Boris Pritchard (ur.) (2015): Od Šuleka do  Schengena. Terminološki, terminografski i prijevodni aspekti jezika struke. Zagreb: Institut za hrvatski jezik i jezikoslovlje, 334 str.			
", ,"
                Today                21
",SUVREMENA LINGVISTIKA
 ,Petar Vuković,"

				""Rečenični uzorak"" u praškom funkcionalizmu			
", , ,SUVREMENA LINGVISTIKA
 ,"Branimir Belaj, Darko Matovac, Andrea Poljak, Gordana Hržica, Diana Arapović, Aleksandra Ščukanec, Amir Kapetanović, Dubravka Sesar, Nada Ivanetić, Ivo Žanić","


						O upotrebi i funkciji neodređenih determinatora jedan i neki kao članova u  hrvatskom i drugim slavenskim jezicima					

", ,"Andrea Poljak, Edukacijsko-rehabilitacijski fakultet, Zagreb",SUVREMENA LINGVISTIKA
 ,Vlatko Broz,"

				Zagrebački lingvistički krug - Izvješće o radu u akademskoj godini 2012./13.			
", ,"
                Today                21
",SUVREMENA LINGVISTIKA
 ,Anita Sujoldžić,"

				Istarski identiteti i jezici u kontaktu			
", , ,SUVREMENA LINGVISTIKA
 ,"Ivan Marković, Ključne riječi","

				Hrvatski cirkumfiks jo–…–ń			
", , ,SUVREMENA LINGVISTIKA
 ,Luka Vukojević,"

				Nekoliko sintaktičkih naziva			
", , ,SUVREMENA LINGVISTIKA
 ,,"

				Samotumačenje kod dvojezične djece			
", ,dvojezičnost djece; samopoimanje djece; intencionalni bilingvizam; ruski jezik; engleski jezik,SUVREMENA LINGVISTIKA
 ,Velimir Piškorec ,"

				Marijana Kresić: Sprache, Sprechen und Identität. Studien zur sprachlich-medialen Konstruktion des Selbst			
", , ,SUVREMENA LINGVISTIKA
 ,Sandra Augendre,"

				Kontrastivna fokalizacija u talijanskome: prikaz slučaja			
", ,Adresa:Ivana Lučića 310000 ZagrebCroatia,SUVREMENA LINGVISTIKA
 ,Špela Vintar,"

				Using parallel corpora for translation-oriented term extraction			
", , ,SUVREMENA LINGVISTIKA
 ,Ljiljana Kolenić,"

				Frazemi u Belostenčevu Gazofilaciju			
", , ,SUVREMENA LINGVISTIKA
 ,Nikola Vuletić,"

				Židovskošpanjolski prije izgona 1492. godine			
", , ,SUVREMENA LINGVISTIKA
 ,Wayles Browne,"

				Difficulties in Testing Wh-movement			
", , ,SUVREMENA LINGVISTIKA
 ,Matea Birtić,"

				Posvojni oblici u norveškom jeziku i teorija strukturnoga genitiva			
", , ,SUVREMENA LINGVISTIKA
 ,Mira Menac-Mihalić ,"

				Glagolski pridjev radni u Murteru			
", , ,SUVREMENA LINGVISTIKA
 ,"Kristina Štrkalj Despot, Prezent u hrvatskom srednjovjekovnom pjesništvu, Puni tekst (Hrvatski) Str. 259 - 278 (PDF)	","

				Prezent u hrvatskom srednjovjekovnom pjesništvu			
", ,Adresa:Ivana Lučića 310000 ZagrebCroatia,SUVREMENA LINGVISTIKA
 ,Dubravka Sesar,"

				Teresa Zofia Orloš, Joanna Hornik: Czesko-polski slownik skrzydlatych slow			
", , ,SUVREMENA LINGVISTIKA
 ,Larisa Nikitina,"

				Stereotip kao interdisciplinarni konstrukt: implikacije za istraživanja u primijenjenoj lingvistici			
", , ,SUVREMENA LINGVISTIKA
 ,Radovan Lučić ,"

				Tko je, zapravo, cvrčak? Moguća leksikografska rješenja nekih nesuglasnosti u botaničkoj i zoološkoj terminologiji			
", , ,SUVREMENA LINGVISTIKA
 ,Dubravka Sesar,"

				O sintaksi poezije i poeziji sintakse na jednom pjesničkom primjeru			
", ,"i hrvatskoga prepjeva – pokušat ćemo kroz sintaktičku raščlambu strogo vezanoga stihailustrirati magiju jezika, odnosno prikazati bar jednu od mnoštva jezičnih funkcija naširokom prostoru umjetnosti riječi.",SUVREMENA LINGVISTIKA
 ,"Karolina Lice, Marijan Palmović","

				Semantička kategorizacija u afatičnih bolesnika s narušenim jezičnim razumijevanjem: studija provedena uz pomoć metode mjerenja evociranih potencijala			
", ,"Mnogo se istraživanja bavilo pitanjem organizacije konceptualnog znanja u mozgu, uglavnom 
primjenjujući bihevioralna istraživanja kod urednih ispitanika i kod osoba s afazijom. Kategorije 
živog i neživog najčešće su proučavane kategorije, a postoje tri glavne teorije ili modela koji 
objašnjavaju semantičku obradu koncepata živog i neživog: senzoričko/funkcionalna teorija, model 
domenski specifične reprezentacije semantičkog znanja i konekcionistički model konceptualne 
strukture. Iako je metoda mjerenja evociranih potencijala upotrebljavana u istraživanjima osoba 
s afazijom, a različite su se varijante zadatka semantičke kategorizacije primjenjivale kod 
uredne populacije, prema našim spoznajama ne postoje istraživanja koja su pokušala odgovoriti 
na pitanje o semantičkoj kategorizaciji kod osoba s afazijom primjenom metode kognitivnih 
evociranih potencijala. Cilj je ovog istraživanja metodom mjerenja evociranih potencijala utvrditi 
postoje li razlike u obradi kategorija živog i neživog izme|u osoba s afazijom kod kojih je 
narušeno jezično razumijevanje i kontrolne skupine izjednačene po dobi, spolu i obrazovanju. 
Evocirani potencijali omogućuju dobivanje višedimenzionalne slike kognitivnih procesa koji su 
u pozadini jezičnog razumijevanja kao i uvid u vremensku dimenziju tih procesa, tj. u različite 
faze tih procesa. Na taj način, disocirajući dvije faze u procesu kategorizacije pojmova pomoću 
analize razlika u pojedinim fazama između osoba s afazijama i kontrolne skupine, možemo 
preciznije govoriti o naravi poremećene funkcije u afazija. Rezultati ovog istraživanja pokazuju 
da osobe s afazijom s narušenim jezičnim razumijevanjem imaju manju amplitudu i produženu 
latenciju N400 i komponente LPC te manji broj točnih odgovora i duže vrijeme reakcije na 
bihevioralnom zadatku kategorizacije nego li kontrolna skupina. Može se zaključiti da osobe 
s afazijom imaju poteškoća na objema razinama leksičko–semantičke obrade, razini leksičkog 
prizivanja ili prepoznavanja i razini kategorizacije, što su funkcije koje se povezuju s dobivenim 
komponentama evociranih potencijala. Odsustvo razlika između obrade kategorije živog i neživog 
u N400 vremenskom prozoru i slična topografska distribucija za kategorije živog i neživog kod 
obiju skupina ispitanika u skladu je s konekcionističkim modelom jedinstvenog semantičkog 
sustava koji tvrdi da je isti semantički sustav aktivan neovisno o kategoriji koja se obrađuje. 
Međutim, dobivene razlike između uvjeta živog i neživog u LPC vremenskom prozoru, i to 
samo za kontrolnu skupinu ispitanika, tj. odsustvo efekta LPC u osoba s afazijom, implicira 
da je pripadnike kategorije neživog teže kategorizirati zbog manjeg broja zajedničkih obilježja 
potrebnih za procese kategorizacije. Naime, veća amplituda u uvjetu neživog tumači se većim 
»troškovima obrade«. Odsustvo razlike u osoba s afazijom može biti posljedica deficita specifičnog 
za kategoriju, ali i neodgovarajuće obrade u prvoj fazi, tj. nedostatnih ulaznih podataka.",SUVREMENA LINGVISTIKA
 ,Samir Bajrić,"

				Glagol faire u suvremenom francuskom: sintaksa i semantika			
", , ,SUVREMENA LINGVISTIKA
 ,"Aleksandar Čarapić , Rajna Dragičević , Nina Tuđman Vuković , Mislava Bertoša , Jelena Jovanović , Zvonimir Novoselec , Barbara Štebih ","

				Obznane			
", ,Obznane,SUVREMENA LINGVISTIKA
 ,Ranko Matasović,"

				Predgovor			
", ,Glavni kontakt:Mislava BertošaEmail: Ova e-mail adresa je zaštićena od spambota. Potrebno je omogućiti JavaScript da je vidite.,SUVREMENA LINGVISTIKA
 ,Ute Karlavaris-Bremer,"

				Onimijski frazemi i konceptualizacija svijeta			
", , ,SUVREMENA LINGVISTIKA
 ,Gordana Hržica,"

				Daj mi to napisaj: preopćavanja glagolske osnove u usvajanju hrvatskoga jezika			
", , ,SUVREMENA LINGVISTIKA
10.22210/suvlin.2021.092.14,Aleksandra Ščukanec,"

				Velimir Petrović, Esekerski rječnik / Essekerisches Wörterbuch, drugo, dopunjeno i poboljšano izdanje; FF Press, Zagreb 2020.			
",2021,Glavni kontakt:Mislava BertošaEmail: Ova e-mail adresa je zaštićena od spambota. Potrebno je omogućiti JavaScript da je vidite.,SUVREMENA LINGVISTIKA
 ,Dubravka Sesar,"

				O ulozi jezika u ostvarenju ideala manjinske etničke zajednice. Zeszyty łużyckie, tom 45 (2011.) i 46 (2012.), Łużyczanie i inne mnijeszości językowe, kulturowe i etniczne w Europie, cześć I–II, E. Wrocławska, I. Doliński, Z. Kłos (red.)			
", ,Glavni kontakt:Mislava BertošaEmail: Ova e-mail adresa je zaštićena od spambota. Potrebno je omogućiti JavaScript da je vidite.,SUVREMENA LINGVISTIKA
 ,Dubravka Sesar,"

				Punim jedrima… Antica Menac, Željka Fink Arsovski, Radomir  Venturin, Hrvatski frazeološki rječnik			
", ,"
                Today                21
",SUVREMENA LINGVISTIKA
 ,Goranka Antunović ,"

				Autor izvornog teksta i prijevodni proces			
", , ,SUVREMENA LINGVISTIKA
 ,Alemko Gluhak,"

				Jedno novo pravilo za neke hrvatske odraze jate ili...?			
", , ,SUVREMENA LINGVISTIKA
 ,Branko Erdeljac,"

				Lektorsko-korektorski pogled na oračunalnjivanje (kompojutorizaciju) tiskarstva			
", , ,SUVREMENA LINGVISTIKA
 ,Dunja Pavličević-Franić ,"

				Lingvistička kompetencija nasuprot komunikacijskoj kompetenciji u ranojezičnome diskursu			
", , ,SUVREMENA LINGVISTIKA
 ,Mislav Kovačić,"

				Kako objasniti objasnidbenik? (Marko Samardžija: Srpsko – hrvatski objasnidbeni rječnik, Matica hrvatska,  Zagreb, 2015., 599 str.)			
", ,Glavni kontakt:Mislava BertošaEmail: Ova e-mail adresa je zaštićena od spambota. Potrebno je omogućiti JavaScript da je vidite.,SUVREMENA LINGVISTIKA
 ,Gabrijela Buljan ,"

				Interpreting English Verb Conversions The Role of Metonymy and Metaphor			
", , ,SUVREMENA LINGVISTIKA
 ,"Vlatko Broz , Mislava Bertoša","

				Obznane			
", , ,SUVREMENA LINGVISTIKA
 ,Dubravka Sesar,"

				Ivan Dorovsky, Vera Bartošova: Češko-charvatsky slovnik			
", , ,SUVREMENA LINGVISTIKA
 ,"Vito Pirrelli, Ida Raffaelli, Christina L. Gagné, Thomas L. Spalding, Daniela Katunar, Claudia Marzi, Marcello Ferro, Emmanuel Keuleers, Geert Booij, Anita Peti-Stantić, Leonard Pon, Milan Mihaljević, Lucija Miškulin-Saletović","


						Uvodnik tematskog izdanja					

", ,"Christina L. Gagné; Ova e-mail adresa je zaštićena od spambota. Potrebno je omogućiti JavaScript da je vidite.; University of Alberta, Canada",SUVREMENA LINGVISTIKA
 ,Robert D. Van Valin ,"

				Analiza tromjesnih predikata na temelju Gramatike uloga i referenci			
", , ,SUVREMENA LINGVISTIKA
 ,"Branimir Belaj, Goran Tanacković Faletar, Cognitive foundations of emotion verbs complementation in Croatian, Full text (English) Page 153 - 169 (PDF)","

				Kognitivni temelji komplementacije glagola za izražavanje emocija u hrvatskome jeziku			
", ,Glavni kontakt:Mislava BertošaEmail: Ova e-mail adresa je zaštićena od spambota. Potrebno je omogućiti JavaScript da je vidite.,SUVREMENA LINGVISTIKA
 ,Krešimir Krnic,"

				Zdravka Matišić: Elementi hindske gramatike			
", , ,SUVREMENA LINGVISTIKA
 ,"Antonio Oštarić,  Summer Institute in Cognitive Science 2010: The Origins of Language, Puni tekst (Hrvatski) (PDF)","

				Summer Institute in Cognitive Science 2010: The Origins of Language			
", ,"
                Week                90
",SUVREMENA LINGVISTIKA
 ,"Sanja Grahek, Vesna Muhvić-Dimanovski , Maja Anđel, Sabine Klampfer, Marianne Kilani-Schoch, Wolfgang U. Dressler, Melita Kovačević, Matea Birtić, Mario Brdar, Dubravko Kučanda, Ranko Matasović, Krešimir Mićanović, Ida Raffaelli, Špela Vintar","


						Problemi klasifikacije fakultativnih rečeničnih tipova u francuskom jeziku					

", ,"

 
			Opširnije:			In memoriam: Rudolf Filipović		
",SUVREMENA LINGVISTIKA
 ,Branka Barčot,"

				Izvještaj o radu Zagrebačkoga lingvističkoga kruga u ak. god. 2014./2015.			
", ,"
                Today                21
",SUVREMENA LINGVISTIKA
 ,"Branimir Belaj , Dubravko Kučanda ","

				Sintaktički, semantički i pragmatički aspekti nekih kvazisubjektnih imenskih skupina u hrvatskom jeziku			
", ,"Predmet je ovoga rada sintaktička vrijednost dativnih dopuna koje imaju semantička i pragmatička svojstva subjekta, ali nemaju formalna, odnosno nema sročnosti s predikatom preko prototipnoga padeža subjekta – nominativa. Naime, hrvatske gramatike vrlo vješto izbjegavaju ući dublje u raspravu kada su u pitanju sintaktičke funkcije dativa u hrvatskom jeziku tipa Hladno mi je, Vruće mi je... s jedne strane; Spava mi se, Kiše mi se... s druge... i recimo Iskliznuo mi je tanjur iz ruke, Ispala mi je žlica na pod s treće strane, a što je na neki način i razumljivo jer je rješenje u nekim slučajevima nemoguće pronaći ako se ne želi odstupiti od analize preko tradicijskih pojmova subjekta i objekta. Naime, tradicijski pojmovi subjekta i objekta u većini su suvremenih lingvističkih teorija, pa tako i u hrvatskim gramatikama (npr. Katičić, 1991, Barić et al., 1995, Silić, Pranjković, 2005) općeprihvaćeni termini koji se upotrebljavaju pri analizi sintaktičkoga pola rečenice, no pri tome uvijek treba imati na umu da su oni usto i puno širi filozofsko–logički pojmovi koji onda po samoj naravi stvari u svoju definiciju odnosno, bolje rečeno, u svoj iskonski koncept uključuju i određene značenjske komponente. Stoga se, primjerice, vrlo često, posebno u znanstvenim raspravama, može vidjeti da se govori o semantičkim i pragmatičkim svojstvima subjekta što se u prototipnim slučajevima odnosi na agens i topic, a u pojedinim se funkcionalnosintaktič kim teorijama oni i promatraju kroz prizmu semantičkih funkcija (Dik, 1978, 1989) ili se čak i definiraju kao gramatikalizirane pragmatičke padežne uloge (Givón, 1984, 1990), pri čemu je subjekt primarni, a objekt sekundarni klauzalni topic). U analiziranim rečenicama sintaktička funkcija imenskog izraza u dativu nije posve jasna; s jedne strane, dativ je kodiran kao indirektni objekt, a s druge strane, dativ ima semantička i pragmatička svojstva prototipnog subjekta. U rečenicama s imenskim izrazom u dativu i imenskim izrazom u nominativu, prvi ima semantička i pragmatička svojstva subjekta, a drugi ima svojstva kodiranja (nominativ i kontrola sročnosti). Budući da većina definicija subjekta sadržava mješavinu morfosintaktičkih, semantičkih i pragmatičkih kriterija, bilo bi potrebno te kriterije i terminološki razlikovati.",SUVREMENA LINGVISTIKA
 ,Lucija Miškulin-Saletović,"

				2nd NetWordS Summer School: Words: structure, meaning, acquisition, processing, Trondheim, Norway, 4–9 August, 2014			
", ,"
                Week                90
",SUVREMENA LINGVISTIKA
 ,"Aleksandar Čarapić , Kristian Novak , Ivica Peša , Sanja Fulgosi","

				A History of Linguistics in Europe, From Plato to 1600; Fonološki opis hrvatskoga jezika, Rekonstruktion narrativer Identitat, Zaustaviti izumiranje jezika, Jezična raznolikost svijeta, Neologizmi: problemi teorije i primjene, Od riječi do rječnika			
", ,"A History of Linguistics in Europe, From Plato to 1600; Fonološki opis hrvatskoga jezika, Rekonstruktion narrativer Identitat, Zaustaviti izumiranje jezika, Jezična raznolikost svijeta, Neologizmi: problemi teorije i primjene, Od riječi do rječnika",SUVREMENA LINGVISTIKA
 ,Tena Gnjatović,"

				Utjecaj (ne)otuđivosti na izražavanje odnosa posvojnosti u jeziku Plautovih drama			
", ,Plautus; Titus Maccius; neotuđiva posvojnost; posvojne konstrukcije; filološka analiza; latinski jezik,SUVREMENA LINGVISTIKA
 ,Milica Bukarica,"

				Rod imenica koje znače profesiju u ruskom i hrvatskom jeziku			
", , ,SUVREMENA LINGVISTIKA
 ,"Ina Druviete, Dace Strelevica-Ošina","

				Neki aspekti sociolingvističke situacije u Latviji: uzroci i učinci			
", ,"Članak donosi uvid u sadašnju sociolingvističku situaciju u Latviji, počevši od pregleda pravnih akata vezanih uz jezik do pojedinih aspekata kontakta odnosno konflikta u interakciji između različitih jezika i jezičnih varijanata. Prilog pruža kratak kronološki prikaz povijesti latvijskoga jezika i latvijske jezične situacije, naglašavajući ponajprije bitne događaje i elemente koji su postupno oblikovali jezične stavove i sociolingvističku klimu u današnjoj Latviji.",SUVREMENA LINGVISTIKA
